State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
chandigarh,2019,1,160015,33699,33699
chandigarh,2019,1,160019,31111,31111
chandigarh,2019,1,160030,25421,25421
chandigarh,2019,2,160008,515736,515736
chandigarh,2019,2,160101,122225,122225
chandigarh,2019,2,160002,85284,85284
chandigarh,2019,2,160036,76218,76218
chandigarh,2019,2,160022,68095,68095
chandigarh,2019,2,160047,65539,65539
chandigarh,2019,2,160014,40627,40627
chandigarh,2019,2,160015,36891,36891
chandigarh,2019,2,160019,34162,34162
chandigarh,2019,2,160030,27361,27361
chandigarh,2019,3,160008,463581,463581
chandigarh,2019,3,160101,165578,165578
chandigarh,2019,3,160036,118544,118544
chandigarh,2019,3,160002,113594,113594
chandigarh,2019,3,160022,101533,101533
chandigarh,2019,3,160047,91171,91171
chandigarh,2019,3,160014,57265,57265
chandigarh,2019,3,160015,54871,54871
chandigarh,2019,3,160019,46142,46142
chandigarh,2019,3,160030,37989,37989
chandigarh,2019,4,160008,635340,635340
chandigarh,2019,4,160101,189767,189767
chandigarh,2019,4,160036,137208,137208
chandigarh,2019,4,160002,130221,130221
chandigarh,2019,4,160022,120266,120266
chandigarh,2019,4,160047,103726,103726
chandigarh,2019,4,160015,70113,70113
chandigarh,2019,4,160014,69754,69754
chandigarh,2019,4,160019,52557,52557
chandigarh,2019,4,160030,44445,44445
chandigarh,2020,1,160008,925287,925287
chandigarh,2020,1,160101,204633,204633
chandigarh,2020,1,160036,179376,179376
chandigarh,2020,1,160002,141763,141763
chandigarh,2020,1,160022,117571,117571
chandigarh,2020,1,160047,112942,112942
chandigarh,2020,1,160014,79062,79062
chandigarh,2020,1,160015,74935,74935
chandigarh,2020,1,160019,57212,57212
chandigarh,2020,1,160030,47014,47014
chandigarh,2020,2,160008,672280,672280
chandigarh,2020,2,160101,135435,135435
chandigarh,2020,2,160002,105477,105477
chandigarh,2020,2,160036,100013,100013
chandigarh,2020,2,160047,84082,84082
chandigarh,2020,2,160014,71847,71847
chandigarh,2020,2,160022,42822,42822
chandigarh,2020,2,160003,38058,38058
chandigarh,2020,2,160025,33746,33746
chandigarh,2020,2,160019,32848,32848
chandigarh,2020,3,160008,813514,813514
chandigarh,2020,3,160101,187085,187085
chandigarh,2020,3,160036,164223,164223
chandigarh,2020,3,160002,164083,164083
chandigarh,2020,3,160047,126033,126033
chandigarh,2020,3,160022,100215,100215
chandigarh,2020,3,160014,89228,89228
chandigarh,2020,3,160015,57169,57169
chandigarh,2020,3,160030,52790,52790
chandigarh,2020,3,160019,52423,52423
chandigarh,2020,4,160008,781840,781840
chandigarh,2020,4,160101,282765,282765
chandigarh,2020,4,160002,254446,254446
chandigarh,2020,4,160036,252319,252319
chandigarh,2020,4,160022,198033,198033
chandigarh,2020,4,160047,193768,193768
chandigarh,2020,4,160014,125659,125659
chandigarh,2020,4,160015,104048,104048
chandigarh,2020,4,160019,94792,94792
chandigarh,2020,4,160030,82180,82180
chandigarh,2021,1,160008,1566609,1566609
chandigarh,2021,1,160101,306785,306785
chandigarh,2021,1,160036,304235,304235
chandigarh,2021,1,160002,264846,264846
chandigarh,2021,1,160022,242366,242366
chandigarh,2021,1,160047,206193,206193
chandigarh,2021,1,160015,150002,150002
chandigarh,2021,1,160014,130369,130369
chandigarh,2021,1,160019,105609,105609
chandigarh,2021,1,160030,87034,87034
chandigarh,2021,2,160008,2071075,2071075
chandigarh,2021,2,160101,304282,304282
chandigarh,2021,2,160036,293961,293961
chandigarh,2021,2,160002,255931,255931
chandigarh,2021,2,160047,210130,210130
chandigarh,2021,2,160022,202917,202917
chandigarh,2021,2,160014,147887,147887
chandigarh,2021,2,160015,140297,140297
chandigarh,2021,2,160019,89814,89814
chandigarh,2021,2,160030,87476,87476
chandigarh,2021,3,160008,3188488,3188488
chandigarh,2021,3,160036,462106,462106
chandigarh,2021,3,160101,438375,438375
chandigarh,2021,3,160002,379894,379894
chandigarh,2021,3,160022,351526,351526
chandigarh,2021,3,160047,295135,295135
chandigarh,2021,3,160015,201833,201833
chandigarh,2021,3,160014,186675,186675
chandigarh,2021,3,160019,148872,148872
chandigarh,2021,3,160030,128550,128550
chandigarh,2021,4,160008,3712842,3712842
chandigarh,2021,4,160101,538507,538507
chandigarh,2021,4,160036,523279,523279
chandigarh,2021,4,160022,451911,451911
chandigarh,2021,4,160002,444435,444435
chandigarh,2021,4,160047,346951,346951
chandigarh,2021,4,160015,263413,263413
chandigarh,2021,4,160014,213596,213596
chandigarh,2021,4,160019,200453,200453
chandigarh,2021,4,160030,154229,154229
chandigarh,2022,1,160008,4148686,4148686
chandigarh,2022,1,160101,582638,582638
chandigarh,2022,1,160036,565957,565957
chandigarh,2022,1,160002,477307,477307
chandigarh,2022,1,160022,463274,463274
chandigarh,2022,1,160047,373759,373759
chandigarh,2022,1,160015,286014,286014
chandigarh,2022,1,160014,233804,233804
chandigarh,2022,1,160019,201367,201367
chandigarh,2022,1,160030,161551,161551
chandigarh,2022,2,160008,5059490,5059490
chandigarh,2022,2,160036,732432,732432
chandigarh,2022,2,160101,728216,728216
chandigarh,2022,2,160022,595057,595057
chandigarh,2022,2,160002,592250,592250
chandigarh,2022,2,160047,477286,477286
chandigarh,2022,2,160015,390889,390889
chandigarh,2022,2,160014,300892,300892
chandigarh,2022,2,160019,275597,275597
chandigarh,2022,2,160030,205334,205334
chandigarh,2022,3,160017,7220428,7220428
chandigarh,2022,3,160101,761809,761809
chandigarh,2022,3,160008,693932,693932
chandigarh,2022,3,160036,635601,635601
chandigarh,2022,3,160022,633386,633386
chandigarh,2022,3,160002,622789,622789
chandigarh,2022,3,160047,493183,493183
chandigarh,2022,3,160015,355036,355036
chandigarh,2022,3,160014,297078,297078
chandigarh,2022,3,160019,259522,259522
chandigarh,2022,4,160017,11852317,11852317
chandigarh,2022,4,160101,849441,849441
chandigarh,2022,4,160022,723413,723413
chandigarh,2022,4,160036,658156,658156
chandigarh,2022,4,160002,651078,651078
chandigarh,2022,4,160047,510930,510930
chandigarh,2022,4,160015,388983,388983
chandigarh,2022,4,160014,311834,311834
chandigarh,2022,4,160019,290223,290223
chandigarh,2022,4,160030,224733,224733
chandigarh,2023,1,160101,1363035,1363035
chandigarh,2023,1,160002,1069915,1069915
chandigarh,2023,1,160036,1028600,1028600
chandigarh,2023,1,160022,1010014,1010014
chandigarh,2023,1,160047,826330,826330
chandigarh,2023,1,160015,613714,613714
chandigarh,2023,1,160014,490519,490519
chandigarh,2023,1,160019,450177,450177
chandigarh,2023,1,160030,369706,369706
chandigarh,2023,1,160003,323466,323466
chandigarh,2023,2,160101,1640989,1640989
chandigarh,2023,2,160002,1288701,1288701
chandigarh,2023,2,160036,1203551,1203551
chandigarh,2023,2,160022,1166815,1166815
chandigarh,2023,2,160047,976171,976171
chandigarh,2023,2,160015,675587,675587
chandigarh,2023,2,160014,566426,566426
chandigarh,2023,2,160019,538214,538214
chandigarh,2023,2,160030,441675,441675
chandigarh,2023,2,160003,400590,400590
chhattisgarh,2018,1,495660,109908,109908
chhattisgarh,2018,1,492001,68302,68302
chhattisgarh,2018,1,495001,64018,64018
chhattisgarh,2018,1,497001,48388,48388
chhattisgarh,2018,1,491001,34699,34699
chhattisgarh,2018,1,491441,34452,34452
chhattisgarh,2018,1,490025,34332,34332
chhattisgarh,2018,1,496005,31183,31183
chhattisgarh,2018,1,492009,30672,30672
chhattisgarh,2018,1,490023,30657,30657
chhattisgarh,2018,2,495660,248699,248699
chhattisgarh,2018,2,492001,100557,100557
chhattisgarh,2018,2,495001,89605,89605
chhattisgarh,2018,2,497001,66965,66965
chhattisgarh,2018,2,491441,51352,51352
chhattisgarh,2018,2,491001,47971,47971
chhattisgarh,2018,2,496005,46220,46220
chhattisgarh,2018,2,492009,43988,43988
chhattisgarh,2018,2,490023,42796,42796
chhattisgarh,2018,2,490025,38299,38299
chhattisgarh,2018,3,495660,353580,353580
chhattisgarh,2018,3,492001,147421,147421
chhattisgarh,2018,3,495001,129305,129305
chhattisgarh,2018,3,497001,86331,86331
chhattisgarh,2018,3,491441,66608,66608
chhattisgarh,2018,3,496005,65581,65581
chhattisgarh,2018,3,491001,63444,63444
chhattisgarh,2018,3,492009,57647,57647
chhattisgarh,2018,3,490023,56907,56907
chhattisgarh,2018,3,494001,52582,52582
chhattisgarh,2018,4,495660,377913,377913
chhattisgarh,2018,4,492001,202492,202492
chhattisgarh,2018,4,495001,192638,192638
chhattisgarh,2018,4,497001,124807,124807
chhattisgarh,2018,4,496005,94669,94669
chhattisgarh,2018,4,491001,89066,89066
chhattisgarh,2018,4,491441,86263,86263
chhattisgarh,2018,4,492009,80685,80685
chhattisgarh,2018,4,490023,72016,72016
chhattisgarh,2018,4,494001,69454,69454
chhattisgarh,2019,1,492009,593305,593305
chhattisgarh,2019,1,495001,365476,365476
chhattisgarh,2019,1,495660,353962,353962
chhattisgarh,2019,1,492001,334090,334090
chhattisgarh,2019,1,490025,235910,235910
chhattisgarh,2019,1,497001,159422,159422
chhattisgarh,2019,1,491001,138517,138517
chhattisgarh,2019,1,496005,133169,133169
chhattisgarh,2019,1,490023,126654,126654
chhattisgarh,2019,1,490006,114945,114945
chhattisgarh,2019,2,492009,1670111,1670111
chhattisgarh,2019,2,490025,612041,612041
chhattisgarh,2019,2,495001,499757,499757
chhattisgarh,2019,2,492001,404088,404088
chhattisgarh,2019,2,495660,212777,212777
chhattisgarh,2019,2,490023,175241,175241
chhattisgarh,2019,2,491001,154424,154424
chhattisgarh,2019,2,497001,152840,152840
chhattisgarh,2019,2,490006,136496,136496
chhattisgarh,2019,2,496005,118494,118494
chhattisgarh,2019,3,492009,1843301,1843301
chhattisgarh,2019,3,492001,647392,647392
chhattisgarh,2019,3,495001,555240,555240
chhattisgarh,2019,3,490025,519819,519819
chhattisgarh,2019,3,495660,364424,364424
chhattisgarh,2019,3,490023,278822,278822
chhattisgarh,2019,3,491001,244725,244725
chhattisgarh,2019,3,490006,223964,223964
chhattisgarh,2019,3,497001,208548,208548
chhattisgarh,2019,3,491441,156934,156934
chhattisgarh,2019,4,492009,2807708,2807708
chhattisgarh,2019,4,492001,860606,860606
chhattisgarh,2019,4,495001,744037,744037
chhattisgarh,2019,4,490025,625389,625389
chhattisgarh,2019,4,490023,365008,365008
chhattisgarh,2019,4,491001,332368,332368
chhattisgarh,2019,4,490006,310223,310223
chhattisgarh,2019,4,495660,298957,298957
chhattisgarh,2019,4,497001,291141,291141
chhattisgarh,2019,4,492015,220747,220747
chhattisgarh,2020,1,492009,3832879,3832879
chhattisgarh,2020,1,492001,956201,956201
chhattisgarh,2020,1,495001,830780,830780
chhattisgarh,2020,1,490025,504114,504114
chhattisgarh,2020,1,490023,401375,401375
chhattisgarh,2020,1,491001,372373,372373
chhattisgarh,2020,1,492015,344194,344194
chhattisgarh,2020,1,497001,342443,342443
chhattisgarh,2020,1,490006,337068,337068
chhattisgarh,2020,1,491441,242895,242895
chhattisgarh,2020,2,492009,1526874,1526874
chhattisgarh,2020,2,492001,665755,665755
chhattisgarh,2020,2,495001,482770,482770
chhattisgarh,2020,2,497001,370519,370519
chhattisgarh,2020,2,491001,334853,334853
chhattisgarh,2020,2,490023,326027,326027
chhattisgarh,2020,2,494001,294320,294320
chhattisgarh,2020,2,490006,288259,288259
chhattisgarh,2020,2,495660,279210,279210
chhattisgarh,2020,2,491441,260856,260856
chhattisgarh,2020,3,492009,1857300,1857300
chhattisgarh,2020,3,492001,981812,981812
chhattisgarh,2020,3,495001,696692,696692
chhattisgarh,2020,3,497001,513473,513473
chhattisgarh,2020,3,491001,469652,469652
chhattisgarh,2020,3,490023,463152,463152
chhattisgarh,2020,3,490006,409697,409697
chhattisgarh,2020,3,491441,370246,370246
chhattisgarh,2020,3,496005,354221,354221
chhattisgarh,2020,3,495660,318783,318783
chhattisgarh,2020,4,492009,1955063,1955063
chhattisgarh,2020,4,492001,1727068,1727068
chhattisgarh,2020,4,495001,1213230,1213230
chhattisgarh,2020,4,497001,828474,828474
chhattisgarh,2020,4,490023,778245,778245
chhattisgarh,2020,4,491001,772474,772474
chhattisgarh,2020,4,490006,699714,699714
chhattisgarh,2020,4,491441,569298,569298
chhattisgarh,2020,4,496005,519415,519415
chhattisgarh,2020,4,495450,510869,510869
chhattisgarh,2021,1,492009,3152697,3152697
chhattisgarh,2021,1,492001,2062104,2062104
chhattisgarh,2021,1,495001,1558405,1558405
chhattisgarh,2021,1,497001,957928,957928
chhattisgarh,2021,1,491001,872723,872723
chhattisgarh,2021,1,490023,869244,869244
chhattisgarh,2021,1,490006,774112,774112
chhattisgarh,2021,1,491441,653315,653315
chhattisgarh,2021,1,495450,595796,595796
chhattisgarh,2021,1,496005,593116,593116
chhattisgarh,2021,2,492009,3531665,3531665
chhattisgarh,2021,2,492001,1790662,1790662
chhattisgarh,2021,2,495001,1455312,1455312
chhattisgarh,2021,2,497001,1031909,1031909
chhattisgarh,2021,2,491001,837157,837157
chhattisgarh,2021,2,490023,763575,763575
chhattisgarh,2021,2,491441,740582,740582
chhattisgarh,2021,2,495450,704041,704041
chhattisgarh,2021,2,490006,668949,668949
chhattisgarh,2021,2,496005,645183,645183
chhattisgarh,2021,3,492009,5612983,5612983
chhattisgarh,2021,3,492001,3200184,3200184
chhattisgarh,2021,3,495001,2572993,2572993
chhattisgarh,2021,3,497001,1635520,1635520
chhattisgarh,2021,3,491001,1305695,1305695
chhattisgarh,2021,3,490023,1253256,1253256
chhattisgarh,2021,3,491441,1124790,1124790
chhattisgarh,2021,3,490006,1096245,1096245
chhattisgarh,2021,3,496005,1006702,1006702
chhattisgarh,2021,3,495450,1004357,1004357
chhattisgarh,2021,4,492009,8304401,8304401
chhattisgarh,2021,4,492001,4178829,4178829
chhattisgarh,2021,4,495001,3644800,3644800
chhattisgarh,2021,4,497001,2276401,2276401
chhattisgarh,2021,4,491001,1687886,1687886
chhattisgarh,2021,4,490023,1599521,1599521
chhattisgarh,2021,4,490006,1410015,1410015
chhattisgarh,2021,4,491441,1395385,1395385
chhattisgarh,2021,4,495450,1373013,1373013
chhattisgarh,2021,4,496005,1357792,1357792
chhattisgarh,2022,1,492009,8604266,8604266
chhattisgarh,2022,1,492001,4654685,4654685
chhattisgarh,2022,1,495001,4183815,4183815
chhattisgarh,2022,1,497001,2608953,2608953
chhattisgarh,2022,1,491001,1854312,1854312
chhattisgarh,2022,1,490023,1719478,1719478
chhattisgarh,2022,1,491441,1691392,1691392
chhattisgarh,2022,1,496005,1601573,1601573
chhattisgarh,2022,1,495450,1580837,1580837
chhattisgarh,2022,1,490006,1506932,1506932
chhattisgarh,2022,2,492009,10025789,10025789
chhattisgarh,2022,2,492001,5744280,5744280
chhattisgarh,2022,2,495001,5047637,5047637
chhattisgarh,2022,2,497001,3135705,3135705
chhattisgarh,2022,2,491001,2225450,2225450
chhattisgarh,2022,2,491441,2038818,2038818
chhattisgarh,2022,2,490023,2019053,2019053
chhattisgarh,2022,2,496005,1915479,1915479
chhattisgarh,2022,2,495450,1858110,1858110
chhattisgarh,2022,2,494001,1760773,1760773
chhattisgarh,2022,3,490025,27709655,27709655
chhattisgarh,2022,3,492009,18534055,18534055
chhattisgarh,2022,3,495001,7363455,7363455
chhattisgarh,2022,3,492001,5867095,5867095
chhattisgarh,2022,3,497001,3136275,3136275
chhattisgarh,2022,3,491001,2646597,2646597
chhattisgarh,2022,3,496005,2585964,2585964
chhattisgarh,2022,3,491335,2229725,2229725
chhattisgarh,2022,3,490023,2010684,2010684
chhattisgarh,2022,3,491441,1999983,1999983
chhattisgarh,2022,4,490025,30367292,30367292
chhattisgarh,2022,4,492009,14547843,14547843
chhattisgarh,2022,4,495001,8943347,8943347
chhattisgarh,2022,4,491001,7147574,7147574
chhattisgarh,2022,4,492001,6598984,6598984
chhattisgarh,2022,4,497001,3746038,3746038
chhattisgarh,2022,4,491441,2530455,2530455
chhattisgarh,2022,4,496005,2431930,2431930
chhattisgarh,2022,4,490023,2275958,2275958
chhattisgarh,2022,4,494001,2186179,2186179
chhattisgarh,2023,1,492001,11115338,11115338
chhattisgarh,2023,1,495001,9917576,9917576
chhattisgarh,2023,1,497001,6441895,6441895
chhattisgarh,2023,1,491001,4305716,4305716
chhattisgarh,2023,1,492009,4304806,4304806
chhattisgarh,2023,1,496005,3858220,3858220
chhattisgarh,2023,1,491441,3847395,3847395
chhattisgarh,2023,1,490023,3847222,3847222
chhattisgarh,2023,1,494001,3699794,3699794
chhattisgarh,2023,1,495450,3352650,3352650
chhattisgarh,2023,2,492001,12593303,12593303
chhattisgarh,2023,2,495001,11316227,11316227
chhattisgarh,2023,2,497001,7449990,7449990
chhattisgarh,2023,2,491001,4908978,4908978
chhattisgarh,2023,2,492009,4842501,4842501
chhattisgarh,2023,2,491441,4470613,4470613
chhattisgarh,2023,2,496005,4450667,4450667
chhattisgarh,2023,2,494001,4376161,4376161
chhattisgarh,2023,2,490023,4208683,4208683
chhattisgarh,2023,2,495450,3839152,3839152
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396230,77416,77416
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396210,31807,31807
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396215,18076,18076
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396235,15322,15322
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362520,2681,2681
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362571,1724,1724
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362540,1020,1020
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396220,335,335
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362570,168,168
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396230,107488,107488
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396210,42931,42931
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396215,24403,24403
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396235,21154,21154
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362520,3563,3563
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362571,1690,1690
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362540,881,881
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396220,371,371
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362570,145,145
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396230,147182,147182
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396210,64474,64474
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396215,39682,39682
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396235,30669,30669
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362520,4313,4313
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362571,1576,1576
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362540,977,977
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396220,481,481
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362570,221,221
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396230,205341,205341
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396210,91229,91229
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396215,54969,54969
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396235,42234,42234
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362520,5233,5233
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362571,2903,2903
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362540,1096,1096
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396220,807,807
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362570,270,270
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396230,320483,320483
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396210,145955,145955
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396215,112511,112511
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396235,65730,65730
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362520,7898,7898
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362571,6300,6300
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362540,1409,1409
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396220,1098,1098
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362570,430,430
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396230,229045,229045
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396210,111236,111236
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396215,71495,71495
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396235,47528,47528
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362520,21704,21704
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362571,5655,5655
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362540,1356,1356
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396220,1222,1222
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362570,415,415
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396230,321026,321026
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396210,144490,144490
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396215,90050,90050
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396235,64662,64662
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362520,9441,9441
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362571,5425,5425
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362540,1792,1792
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396220,1320,1320
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362570,545,545
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396230,386314,386314
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396210,174763,174763
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396215,105431,105431
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396235,79098,79098
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362520,12820,12820
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362571,6183,6183
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362540,2000,2000
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396220,1891,1891
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362570,471,471
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396230,441116,441116
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396210,197542,197542
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396215,118443,118443
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396235,94689,94689
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362520,13048,13048
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362571,7993,7993
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396220,2823,2823
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362540,2496,2496
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362570,429,429
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396230,501163,501163
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396210,210060,210060
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396215,129647,129647
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396235,105952,105952
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362520,10170,10170
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362571,9711,9711
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362540,3421,3421
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396220,2464,2464
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362570,564,564
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396230,612080,612080
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396210,240177,240177
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396215,133805,133805
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396235,123353,123353
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362520,11810,11810
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362571,10355,10355
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362540,3765,3765
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396220,2309,2309
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362570,658,658
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396230,983398,983398
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396210,386879,386879
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396215,203349,203349
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396235,195578,195578
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362520,23557,23557
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362571,12306,12306
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396220,6766,6766
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362540,5159,5159
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362570,799,799
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396230,1012000,1012000
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396210,436569,436569
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396215,218763,218763
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396235,206428,206428
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362520,26897,26897
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362571,10526,10526
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396220,8876,8876
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362540,4421,4421
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362570,764,764
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396230,1116145,1116145
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396210,483461,483461
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396215,244747,244747
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396235,234748,234748
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362520,22524,22524
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362571,12826,12826
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396220,4968,4968
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362540,4701,4701
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362570,963,963
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396230,1638554,1638554
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396210,711442,711442
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396215,358966,358966
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396235,340968,340968
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362520,43817,43817
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362571,13815,13815
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396220,13281,13281
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362540,7258,7258
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362570,1369,1369
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396230,2185292,2185292
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396210,933996,933996
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396235,466238,466238
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396215,460444,460444
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362520,56563,56563
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396220,22713,22713
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362571,20903,20903
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362540,9229,9229
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362570,1707,1707
